name,source,expected_attack_class,disclosure_date,notes
pipBoto3,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pilolw,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pip-next,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
tox-v2,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nextTorch,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
twine-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
sqlalchemy_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ray-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ruff-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest-asyncio-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pyIsort,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
seaborn2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
spacy-official,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openai-wrapper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pipPoetry,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
autoBoto3,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohtttp,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
gensim-toolkit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiOpenai,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
scipy-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gunicorn-async,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
smartPip,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
websocckets,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
easySetuptools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mpy,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
django-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
transformers-official,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
matplotlib-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
django-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wheel-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
modernRay,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
celery-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wheel-compat,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
virtualenv4,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
mypy_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
asyncio-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
uviocrn,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
xgboost-extras,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lightgbm-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
asyncio-api,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
modernPolars,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
reedis,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
xOpencv,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openAnthropic,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nextClick,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
huggingface-hub-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pre-commit-async,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
superHttpx,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
zAsyncio,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gensim-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
starlette-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ray-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
scikit-learn-extras,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
virtualenv-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
flask-next,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
matplotlib-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
starlette2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
nltk-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
websockets-next,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
poettry,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
django-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest-wrapper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pyWandb,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
twine-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
click2024,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
mlWebsockets,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
transformers4,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pip4,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
opencv-core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
anthropic-extended,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
autoXgboost,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wandb-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
uvicorn-core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
simpleDask,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nltk-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
torch-extended,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
superPydantic,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
httpx2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
matplotlib-official,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pandas-pro,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
sacy,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
xPydantic,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
neoSqlalchemy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
redis_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mlflow-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
twine-addon,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest2024,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
setutools,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
ultraCelery,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
sqlalchemy-async,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
click-toolkit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
statsmodels2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
openai-api,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
catboost-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ruff-fix,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
virtualenv2024,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pip-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
asyncio-pro,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xgboost_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lightning-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
numpy-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pre-commit-wrapper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
smartSeaborn,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pillow-extras,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
hyperHuggingfacehub,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
tensorflow4,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
mlflow-v2,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
modernClick,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
black-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pillow-v2,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
deepDask,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
neoKafka,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
starlette-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ray-pro,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
transformers2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
mlflow-addon,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lightgbm-api,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
neoPandas,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
numpy-async,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gensim3,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pillow_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
uvicorn-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
click-compat,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
matplotlib-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wandb-core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wheel-extended,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
dask-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nltk-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
huggingface-hub-addon,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ruff_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
redis-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
catboost-ext,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nextPillow,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wandb-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
fastPoetry,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
modernBoto3,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pre-commit-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pip-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xTorch,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
kafka-fix,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ray-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
matplotlib-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
asyncio-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
seaboorn,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
polars4,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
kafka-helper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pydntic,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
piip,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
statsmodels-fix,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mlflow_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pyCelery,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
websocekts,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
xPip,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest-asyncio-extras,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mlflow-ext,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
redis-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
fastapi-extended,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
setuptools_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
spacy_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
isort-fast,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
click-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest-asyncio2024,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
starlette-kit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
langchain2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pandas-addon,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
langchain-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
htetpx,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
ray-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
uvicorn4,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
setuptools-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xgboost-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
neoWebsockets,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
torch-next,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
opencv-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lightning-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
requests-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
black-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
simplePydantic,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gunicorn_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
neoOpencv,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
numpy-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
anthropic-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xDjango,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openai_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
torch-helper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pipVirtualenv,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
proOpencv,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
langchain-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
tensorflow-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
transformerrs,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
requests_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
sqlalchemy-ext,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
virtualenv-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xLightning,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
polars-pro,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest-pro,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
sqlalchemmy,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
httpx-fast,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
poetry-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nextPoetry,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
virtualenv-fix,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
opencv-fix,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mypy-helper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
easyHttpx,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
hyperTwine,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
opencv-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
requests-compat,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
scikit-learn-compat,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
zTransformers,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nltk-addon,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gunicorn-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
fllask,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
lightgbm-addon,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wandb-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
seaborn-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gunicorn-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
smartBlack,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mypy-toolkit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nextOpenai,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nextPrecommit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
seaborn-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wheel2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pytest_asyncio_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mlflow_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
seaborn2024,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
autoPolars,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
huggingface-hub3,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
requests-next,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pre-commit-extra,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openai-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
setuptools-next,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
torch-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
opencv-next,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
seaborn-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
langchain-compat,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
sciy,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
uvicorn-official,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
genim,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
deepVirtualenv,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
twine2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
scipy_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mypy-fast,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
black-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xgboost-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pip2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
huggingface-hub-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
matplotlib-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lighhtning,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
zVirtualenv,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
click-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
plilow,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
uvicorn2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
scipy-wrapper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
raedis,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
lightgbm-fix,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lightning-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
catboost-next,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
wandb-toolkit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pre_commit_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
sqlalchemy_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
click-kit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
simplePytest,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
sqlalchemy-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
celery-api,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
anthropic-v2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
opencv-lite,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gensim-extra,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
fastapi-v2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pytest_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
easyPytest,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
scikit-learn-v2,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohtotp,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
djanggo,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
huggingface_hub_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
asyncio-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohttp_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
tox-ext,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
uvicorn-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
huggingface-hub-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
tensorflow-ext,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
anthropic-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
click-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lihtning,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
lightning-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openai-fix,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
poetry-lite,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pydanitc,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
reqeusts,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
asyncio-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
twine-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
black-core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
seaborn-official,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nltk-next,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pyLightgbm,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
flask2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pytest-v2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
hyperGunicorn,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
black-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nltk_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mlflow-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
isort_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
autoCatboost,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
hyperFlask,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
typer2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
kafka-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
matplotlib-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest_asyncio_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nltk-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
transformers-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
zStatsmodels,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ultraFlask,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
superRay,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
kafa,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
plusSqlalchemy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
seaborn-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
tox-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
anthropic-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
modernPydantic,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
htpx,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
dask-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
simpleLightning,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
rouff,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
click-wrapper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
poars,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
ultraPytestasyncio,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pyAnthropic,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
